city,cityId,locality,localityId,bhk_numbers,bhkId,propertyType_name,propertyType_id,No.of Bathroom,bathroomId,amenities_name,amenities_id,minArea,maxArea,builderid,buildername,minPrice,maxPrice
,,,,,,,,,,,,1200,2800,620,Saroj Group,1320000,3080000
,,,,,,,,,,,,1045,1735,620,Saroj Group,6008000,9976000
,,,,,,,,,,,,627,1506,212,Maarq Spaces,3012000,7236000
,,,,,,,,,,,,1875,3599,1,Prestige Group,16800000,32200000
,,,,,,,,,,,,1260,1830,9,Brigade Group,8001000,11600000
,,,,,,,,,,,,1250,4020,9,Brigade Group,5285000,16900000
,,,,,,,,,,,,752,1743,36,Salarpuria Sattva Group,9490000,21900000
,,,,,,,,,,,,1200,1800,500,Odion Builders And Developers,6000000,9000000
,,,,,,,,,,,,1400,2190,9,Brigade Group,11000000,17200000
,,,,,,,,,,,,968,2010,9,Brigade Group,5633000,11600000
,,,,,,,,,,,,1175,2890,9,Brigade Group,8671000,21300000
,,,,,,,,,,,,694,3100,9,Brigade Group,3166000,14100000
,,,,,,,,,,,,2063,2628,27,Shriram Properties,15500000,21900000
,,,,,,,,,,,,1200,5000,64,Concorde Group,3360000,14000000
,,,,,,,,,,,,1200,1500,640,Elite Estates,0,0
,,,,,,,,,,,,1200,2000,641,Housso,1500000,2500000
,,,,,,,,,,,,1302,1563,642,Unity Infrastructure,11100000,13300000
,,,,,,,,,,,,1323,1917,643,Elegant Builders,10500000,15300000
,,,,,,,,,,,,954,1483,644,Green Leaf Projects,4197000,6524000
,,,,,,,,,,,,1198,1669,645,Suguna Builders And Developers,9833000,13600000
,,,,,,,,,,,,1655,2414,275,Svamitva Infra Pvt Ltd,10600000,15400000
,,,,,,,,,,,,1200,5000,64,Concorde Group,5684000,23600000
,,,,,,,,,,,,1200,1500,139,Pionier Developers,6020000,7414000
,,,,,,,,,,,,1123,1536,83,Saptagiri Developers,7501000,10300000
,,,,,,,,,,,,1640,2200,648,Sri Thirumala Projects And Land Developers,1394000,1870000
,,,,,,,,,,,,1130,1595,649,Srinidhi Design Build Pvt Ltd,7571000,10600000
,,,,,,,,,,,,3358,4189,59,GM Infinite,30000000,37400000
,,,,,,,,,,,,970,1150,650,Nikhar Estates LLP,6674000,7799000
,,,,,,,,,,,,950,1375,651,Shrishti Developers,4887000,7073000
,,,,,,,,,,,,1095,1540,652,Mukunda Developers,6077000,8547000
,,,,,,,,,,,,875,1219,653,ARS Properties,2886000,4021000
,,,,,,,,,,,,1140,1550,654,5 Elements Realty,5173000,7033000
,,,,,,,,,,,,2280,2410,655,Geetanjali Urbanx Pvt Ltd,18700000,19000000
,,,,,,,,,,,,1200,1200,148,Century Real Estate,0,0
,,,,,,,,,,,,1215,1575,104,DSR Infrastructure Pvt Ltd,8139000,10500000
,,,,,,,,,,,,2475,2550,158,Mantri Developers,14800000,15200000
,,,,,,,,,,,,974,1706,656,Obel Builders,6038000,10500000
,,,,,,,,,,,,1044,1488,657,SVS Developers,5220000,7440000
,,,,,,,,,,,,1200,1200,658,SVV Holdings,0,0
,,,,,,,,,,,,1175,1795,435,Unishire Groups,0,0
,,,,,,,,,,,,400,900,31,Rohan Builders and Developers,3610000,8124000
,,,,,,,,,,,,350,990,59,GM Infinite,1523000,4307000
,,,,,,,,,,,,500,990,59,GM Infinite,2750000,5445000
,,,,,,,,,,,,450,1183,659,Aashish Developer And Builders,1395000,3667000
,,,,,,,,,,,,1580,2000,195,Peninsula Infra,7694000,11800000
,,,,,,,,,,,,672,919,660,Agser Buildtech,2184000,2986000
,,,,,,,,,,,,1200,1800,661,Blue Valley Properties,0,0
,,,,,,,,,,,,2750,3100,662,Eco Land Construction,0,0
,,,,,,,,,,,,1071,1423,663,Fortuna Constructions Pvt Ltd,0,0
,,,,,,,,,,,,1054,1423,663,Fortuna Constructions Pvt Ltd,0,0
,,,,,,,,,,,,1161,1655,94,Karle Infra,10900000,15500000
,,,,,,,,,,,,2500,3415,77,Legacy Global Projects,35000000,47800000
,,,,,,,,,,,,2657,3240,43,Pacifica Companies,0,0
,,,,,,,,,,,,1190,1190,664,Triangle Realty Ventures,0,0
,,,,,,,,,,,,1312,2424,1,Prestige Group,11400000,21000000
,,,,,,,,,,,,960,1250,665,Samruddhi Realty,3648000,4750000
,,,,,,,,,,,,1130,1710,666,DC Hi Rise,6109000,9245000
,,,,,,,,,,,,1020,1400,9,Brigade Group,5100000,7000000
,,,,,,,,,,,,317,550,667,BSR Group,1585000,2750000
,,,,,,,,,,,,1200,1500,668,Abhyudaya Developers,0,0
,,,,,,,,,,,,1120,1606,669,Green Earth Ventures,4870000,6984000
,,,,,,,,,,,,845,940,670,Maz Rd Builders And Developers,3428000,3772000
,,,,,,,,,,,,1034,1396,671,Sai Shakthi Developers,4394000,5933000
,,,,,,,,,,,,395,395,673,Suadela Constructions,3243000,3243000
,,,,,,,,,,,,2802,13852,672,Shilpa Developers,18400000,91100000
,,,,,,,,,,,,635,1395,674,Smile Inc,3810000,8370000
,,,,,,,,,,,,578,1121,675,Bonitas Developers And Builders,0,0
,,,,,,,,,,,,1117,1704,643,Elegant Builders,6280000,9581000
,,,,,,,,,,,,372,1059,167,Sowparnika Projects,3268000,9304000
,,,,,,,,,,,,590,1165,678,Sairam Dwellings,3121000,6308000
,,,,,,,,,,,,13718,13718,679,SPA Group,74000000,243000000
,,,,,,,,,,,,1150,1660,60,UKN Properties,5175000,7470000
,,,,,,,,,,,,1200,2400,680,Sri Durga Properties Builders,0,0
,,,,,,,,,,,,1200,2400,139,Pionier Developers,8989000,18000000
,,,,,,,,,,,,900,3189,21,Godrej Properties,5029000,17800000
,,,,,,,,,,,,1900,2034,440,Vista Spaces,24600000,26400000
,,,,,,,,,,,,4000,4000,681,Velpula Group,0,0
,,,,,,,,,,,,660,1330,466,Vaishno Builders,3395000,6842000
,,,,,,,,,,,,1150,1485,682,Al Zassz Infrastructures,6198000,8004000
,,,,,,,,,,,,900,1750,59,GM Infinite,5906000,11000000
,,,,,,,,,,,,900,1750,59,GM Infinite,5400000,10500000
,,,,,,,,,,,,912,1460,683,NVR Developers,5016000,8030000
,,,,,,,,,,,,544,1725,31,Rohan Builders and Developers,3324000,10500000
,,,,,,,,,,,,1200,2400,684,Vaibhav Group,1320000,2640000
,,,,,,,,,,,,1200,2400,684,Vaibhav Group,1680000,3360000
,,,,,,,,,,,,1216,1822,685,LH Realty Tech,7753000,10900000
,,,,,,,,,,,,1050,1400,685,LH Realty Tech,4552000,6070000
,,,,,,,,,,,,479,891,686,Arihan Developers,1848000,3439000
,,,,,,,,,,,,3140,5000,60,UKN Properties,159900000,203800000
,,,,,,,,,,,,0,0,687,Oraiyan Groups,0,0
,,,,,,,,,,,,1200,2400,684,Vaibhav Group,1200000,2400000
,,,,,,,,,,,,1200,2400,27,Shriram Properties,2018000,4037000
,,,,,,,,,,,,1200,3000,688,Celebrity Prime,2998000,7497000
,,,,,,,,,,,,1100,1644,2109,Brindavan Developers,0,0
,,,,,,,,,,,,930,1555,179,ELV projects,4557000,7620000
,,,,,,,,,,,,1023,1419,17,Bren Group,9717000,13400000
,,,,,,,,,,,,1043,1564,657,SVS Developers,5737000,8602000
,,,,,,,,,,,,924,1036,690,Nagamani Constructions,5054000,5666000
,,,,,,,,,,,,1025,1400,10,Vaishnavi Group,5304000,7280000
,,,,,,,,,,,,1471,2102,692,Lewis Infrastructure And Projects,7286000,12200000
,,,,,,,,,,,,600,4000,360,JR Housing,1320000,8800000
,,,,,,,,,,,,1500,2400,360,JR Housing,3450000,5520000
,,,,,,,,,,,,1250,1550,360,JR Housing,4781000,5928000
,,,,,,,,,,,,1200,2800,360,JR Housing,1980000,4620000
,,,,,,,,,,,,2151,4453,646,DRA Homes,13300000,27600000
,,,,,,,,,,,,2200,2800,437,TBC Homes,8012000,10100000
,,,,,,,,,,,,1500,2650,360,JR Housing,7800000,13800000
,,,,,,,,,,,,2750,3100,691,Skanda Groups And Developers,15000000,17000000
,,,,,,,,,,,,1200,4000,360,JR Housing,3600000,12000000
,,,,,,,,,,,,0,0,375,Ruchira Projects Pvt Ltd,0,0
,,,,,,,,,,,,1865,3865,694,Bearys Properties,33600000,69600000
,,,,,,,,,,,,2885,3664,123,NVT Quality Lifestyle,25900000,32900000
,,,,,,,,,,,,1100,1650,695,Kritan Urbane Living,4832000,7248000
,,,,,,,,,,,,956,1559,696,Jhanavi Heights,4014000,6546000
,,,,,,,,,,,,1005,1410,654,5 Elements Realty,3039000,4263000
,,,,,,,,,,,,950,1527,697,VR Ventures,3420000,5497000
,,,,,,,,,,,,1200,2403,1,Prestige Group,4560000,9131000
,,,,,,,,,,,,1105,1690,698,S K Projects,4420000,6760000
,,,,,,,,,,,,1104,1630,32,DS MAX Properties Pvt Ltd,3845000,5677000
,,,,,,,,,,,,1307,1533,1149,Aratt Builders,9037000,10600000
,,,,,,,,,,,,1025,1532,699,Alps Developers,3587000,5362000
,,,,,,,,,,,,0,0,687,Oraiyan Groups,0,0
,,,,,,,,,,,,831,1184,700,URS Constructions,3447000,4912000
,,,,,,,,,,,,1040,1370,701,Grand Vault Group,4888000,6439000
,,,,,,,,,,,,990,1137,701,Grand Vault Group,4752000,5458000
,,,,,,,,,,,,1139,1590,139,Pionier Developers,5674000,7921000
,,,,,,,,,,,,0,0,687,Oraiyan Groups,0,0
,,,,,,,,,,,,0,0,687,Oraiyan Groups,0,0
,,,,,,,,,,,,0,0,687,Oraiyan Groups,0,0
,,,,,,,,,,,,0,0,687,Oraiyan Groups,0,0
,,,,,,,,,,,,0,0,687,Oraiyan Groups,0,0
,,,,,,,,,,,,0,0,687,Oraiyan Groups,0,0
,,,,,,,,,,,,809,1187,702,Franklin Homes,3999000,5868000
,,,,,,,,,,,,1115,1420,612,Sashank Constructions,4214000,5367000
,,,,,,,,,,,,1550,2062,703,Global Edifice Builders and Developers,9499000,12600000
,,,,,,,,,,,,1386,1772,704,The Formist Group,9044000,11500000
,,,,,,,,,,,,962,1685,691,Skanda Groups And Developers,3367000,5898000
,,,,,,,,,,,,787,1577,659,Aashish Developer And Builders,4092000,8200000
,,,,,,,,,,,,1190,1735,705,Meda Groups,6188000,9022000
,,,,,,,,,,,,1015,1350,707,SLV Shelters Pvt Ltd,6598000,8775000
,,,,,,,,,,,,720,1465,708,Opera Homes,3096000,6300000
,,,,,,,,,,,,1200,2400,65,Address Maker,3848000,7495000
,,,,,,,,,,,,937,1800,681,Velpula Group,4310000,8280000
,,,,,,,,,,,,1360,1800,711,Ardente,7856000,10300000
,,,,,,,,,,,,1070,1678,707,SLV Shelters Pvt Ltd,4387000,6879000
,,,,,,,,,,,,1200,2400,104,DSR Infrastructure Pvt Ltd,6599000,13200000
,,,,,,,,,,,,1057,1288,720,Fateh Buildtech,4545000,5538000
,,,,,,,,,,,,1025,1425,777,Trifecta Projects,6420000,8926000
,,,,,,,,,,,,1200,4000,144,Sammys Dreamland,2760000,9200000
,,,,,,,,,,,,1528,3176,691,Skanda Groups And Developers,8417000,17400000
,,,,,,,,,,,,1236,3176,691,Skanda Groups And Developers,6809000,17400000
,,,,,,,,,,,,2355,3013,691,Skanda Groups And Developers,0,0
,,,,,,,,,,,,1200,4000,723,Indium Group,2220000,7400000
,,,,,,,,,,,,629,1722,724,KSR Properties Pvt Ltd,3180000,8098000
,,,,,,,,,,,,1200,1200,725,Earthen Hues,4100000,4100000
,,,,,,,,,,,,1200,4000,726,Royal Retreat Homes,3239000,10800000
,,,,,,,,,,,,1500,2400,727,Stanch Ventures,5850000,9360000
,,,,,,,,,,,,2300,2440,777,Trifecta Projects,8278000,8782000
,,,,,,,,,,,,1745,2683,728,Carbon Developers,10200000,15400000
,,,,,,,,,,,,2203,3934,64,Concorde Group,25000000,44600000
,,,,,,,,,,,,1200,2000,731,Srinivasa Developers,7440000,12400000
,,,,,,,,,,,,1200,4000,753,KNS Infrastructure Pvt Ltd,3480000,11600000
,,,,,,,,,,,,1453,1684,734,Allure Ventures,16200000,18800000
,,,,,,,,,,,,4200,5525,27,Shriram Properties,10900000,14400000
,,,,,,,,,,,,720,1635,9,Brigade Group,4535000,10200000
,,,,,,,,,,,,547,1404,9,Brigade Group,3030000,7777000
,,,,,,,,,,,,547,1905,9,Brigade Group,3303000,11500000
,,,,,,,,,,,,1256,1897,9,Brigade Group,8077000,12200000
,,,,,,,,,,,,795,1068,9,Brigade Group,3283000,4410000
,,,,,,,,,,,,799,1068,9,Brigade Group,3299000,4410000
,,,,,,,,,,,,740,1561,9,Brigade Group,4050000,8543000
,,,,,,,,,,,,720,1290,9,Brigade Group,4185000,7498000
,,,,,,,,,,,,1360,1760,9,Brigade Group,6800000,8800000
,,,,,,,,,,,,910,1630,9,Brigade Group,8199000,14600000
,,,,,,,,,,,,2990,5540,9,Brigade Group,19900000,36800000
,,,,,,,,,,,,2911,4010,123,NVT Quality Lifestyle,33800000,46600000
,,,,,,,,,,,,1200,2400,58,Ozone Group,2038000,4077000
,,,,,,,,,,,,3045,6000,19,Goyal and Co Hariyana Group,9896000,19500000
,,,,,,,,,,,,1195,1760,462,Pavani Group,7524000,11000000
,,,,,,,,,,,,2400,2400,581,Rajarajeshware Builddcon Pvt Ltd,31200000,31200000
,,,,,,,,,,,,2500,2500,581,Rajarajeshware Builddcon Pvt Ltd,50000000,50000000
,,,,,,,,,,,,1591,2268,581,Rajarajeshware Builddcon Pvt Ltd,17500000,24900000
,,,,,,,,,,,,1980,1980,26,Inner Spaces,10000000,10000000
,,,,,,,,,,,,1505,1610,745,Revival Builders,6020000,6440000
,,,,,,,,,,,,1070,1450,746,Puja Megastructures Pvt Ltd,4815000,6525000
,,,,,,,,,,,,1325,1700,581,Rajarajeshware Builddcon Pvt Ltd,11900000,15300000
,,,,,,,,,,,,1463,2496,581,Rajarajeshware Builddcon Pvt Ltd,15400000,26300000
,,,,,,,,,,,,1400,1400,581,Rajarajeshware Builddcon Pvt Ltd,0,0
,,,,,,,,,,,,1095,1880,581,Rajarajeshware Builddcon Pvt Ltd,7862000,13400000
,,,,,,,,,,,,1673,3038,581,Rajarajeshware Builddcon Pvt Ltd,22500000,41000000
,,,,,,,,,,,,0,0,581,Rajarajeshware Builddcon Pvt Ltd,0,0
,,,,,,,,,,,,1250,3400,747,AKME Projects Builders,9562000,26000000
,,,,,,,,,,,,1100,1510,748,Benchmark Developers,6105000,8380000
,,,,,,,,,,,,1480,1635,143,Total Environment,13200000,14600000
,,,,,,,,,,,,1993,2882,1,Prestige Group,28300000,36500000
,,,,,,,,,,,,1232,1746,1,Prestige Group,16300000,23100000
,,,,,,,,,,,,1175,1880,749,IDEB Inc,8548000,13600000
,,,,,,,,,,,,1737,2060,750,EWalls,11300000,13400000
,,,,,,,,,,,,1425,2375,751,Donata,8656000,14400000
,,,,,,,,,,,,1227,1334,752,Taamara Estates,7473000,8211000
,,,,,,,,,,,,1200,2400,753,KNS Infrastructure Pvt Ltd,2040000,4080000
,,,,,,,,,,,,600,3000,753,KNS Infrastructure Pvt Ltd,2040000,10200000
,,,,,,,,,,,,1452,4112,2,Sobha Limited,16300000,46200000
,,,,,,,,,,,,2435,5921,238,Koncept Ambience,34200000,83100000
,,,,,,,,,,,,1176,1618,754,Sekhar Group,7267000,10000000
,,,,,,,,,,,,1199,1499,146,Aakruthi Group,2398000,2999000
,,,,,,,,,,,,1205,1682,139,Pionier Developers,5874000,8199000
,,,,,,,,,,,,3915,5950,755,Fortius Infra,56400000,85800000
,,,,,,,,,,,,1200,2000,146,Aakruthi Group,8280000,13800000
,,,,,,,,,,,,1110,1200,146,Aakruthi Group,3885000,4200000
,,,,,,,,,,,,1738,2183,756,Metropolis Properties,7873000,9012000
,,,,,,,,,,,,1224,1476,1122,Amigo Shelters Pvt Ltd,5508000,6642000
,,,,,,,,,,,,1135,1530,758,Camellia Infrastructures,6242000,8415000
,,,,,,,,,,,,1197,1816,282,Pride Group,8800000,13300000
,,,,,,,,,,,,658,1347,441,Bavisha Properties,2631000,5386000
,,,,,,,,,,,,646,1199,169,Axis Concept,1808000,3358000
,,,,,,,,,,,,4000,4500,753,KNS Infrastructure Pvt Ltd,11000000,12300000
,,,,,,,,,,,,1200,2400,753,KNS Infrastructure Pvt Ltd,1619000,3238000
,,,,,,,,,,,,12917,25833,753,KNS Infrastructure Pvt Ltd,31000000,62000000
,,,,,,,,,,,,1200,2400,753,KNS Infrastructure Pvt Ltd,1800000,3240000
,,,,,,,,,,,,1200,2400,753,KNS Infrastructure Pvt Ltd,4080000,8160000
,,,,,,,,,,,,1200,1500,753,KNS Infrastructure Pvt Ltd,1800000,2250000
,,,,,,,,,,,,600,2400,753,KNS Infrastructure Pvt Ltd,1739000,6958000
,,,,,,,,,,,,1105,1902,24,SJR Prime Corp,6630000,11400000
,,,,,,,,,,,,1410,3130,467,Krishvi Projects Pvt Ltd,10300000,23000000
,,,,,,,,,,,,1100,2055,759,Sreeda Homes,5720000,10600000
,,,,,,,,,,,,1155,1380,760,SR Constructions,5375000,6422000
,,,,,,,,,,,,1653,1979,8,Casagrand Builder,8853000,10500000
,,,,,,,,,,,,1050,1190,761,SSVR Builders,3818000,4327000
,,,,,,,,,,,,930,1510,763,Subham Developers,5163000,7964000
,,,,,,,,,,,,2145,3020,765,KBR Infratech Ltd,15600000,22000000
,,,,,,,,,,,,1300,2000,766,Naga Constructions,10400000,16000000
,,,,,,,,,,,,819,1813,731,Srinivasa Developers,4095000,9065000
,,,,,,,,,,,,1640,1805,163,Sterling Developers,10300000,11400000
,,,,,,,,,,,,1545,2640,769,Green City Constructions,15000000,25700000
,,,,,,,,,,,,1060,1510,770,Suraksha Group,6001000,8549000
,,,,,,,,,,,,2703,2703,509,Natura Projects,15000000,15000000
,,,,,,,,,,,,1150,1830,503,Sai Purvi Developers,6325000,10100000
,,,,,,,,,,,,1135,1410,503,Sai Purvi Developers,5107000,6345000
,,,,,,,,,,,,1830,3425,104,DSR Infrastructure Pvt Ltd,16000000,29900000
,,,,,,,,,,,,1203,1636,366,Essem 18 Constructions,6797000,9243000
,,,,,,,,,,,,1255,1680,158,Mantri Developers,9187000,12200000
,,,,,,,,,,,,1300,1670,771,SMD Homes,5497000,7062000
,,,,,,,,,,,,1304,1798,36,Salarpuria Sattva Group,10200000,14200000
,,,,,,,,,,,,1200,1200,772,Pratheek Structures,5400000,5400000
,,,,,,,,,,,,1302,2267,907,Saket Engineers PVT LTD,7161000,12400000
,,,,,,,,,,,,982,1100,83,Saptagiri Developers,5008000,5610000
,,,,,,,,,,,,1215,1745,774,Ushodaya Developers,6318000,9074000
,,,,,,,,,,,,1010,1295,4,Unitech Group,3535000,4533000
,,,,,,,,,,,,554,1477,13,Ahad Builders,2510000,6691000
,,,,,,,,,,,,0,0,775,Shell Promoters And Infra Pvt Ltd,0,0
,,,,,,,,,,,,1240,1240,776,Shri Vari Constructions,4151000,4151000
,,,,,,,,,,,,984,1718,777,Trifecta Projects,3444000,6013000
,,,,,,,,,,,,1200,2500,65,Address Maker,12600000,26300000
,,,,,,,,,,,,1045,3550,777,Trifecta Projects,6166000,20900000
,,,,,,,,,,,,1030,1547,777,Trifecta Projects,3914000,5878000
,,,,,,,,,,,,935,1450,777,Trifecta Projects,3460000,5365000
,,,,,,,,,,,,1307,2401,779,Total Green Homes,6568000,11800000
,,,,,,,,,,,,1105,1686,780,Bhavya Builders,4420000,6744000
,,,,,,,,,,,,1040,1450,368,Kumari Builders and Developers,4299000,5994000
,,,,,,,,,,,,1197,1197,532,Saranya Builders,5985000,5985000
,,,,,,,,,,,,2603,3388,781,United Estates Builders,18200000,23700000
,,,,,,,,,,,,1015,1260,674,Smile Inc,4180000,4950000
,,,,,,,,,,,,1200,1500,782,Upkar Developers,2039000,2549000
,,,,,,,,,,,,1200,1500,782,Upkar Developers,2340000,2925000
,,,,,,,,,,,,1200,1500,782,Upkar Developers,3600000,4500000
,,,,,,,,,,,,1034,1596,782,Upkar Developers,2884000,4452000
,,,,,,,,,,,,1200,1500,782,Upkar Developers,2760000,3450000
,,,,,,,,,,,,1210,2105,783,Golden Gate Properties Ltd,6050000,10500000
,,,,,,,,,,,,1029,1368,784,Kethana Eternal Projects,4065000,5404000
,,,,,,,,,,,,1150,1717,785,Purnima Build Tech,6663000,9948000
,,,,,,,,,,,,1178,1786,17,Bren Group,6703000,10200000
,,,,,,,,,,,,996,1527,786,Sree Krishna Rachana Developers,5194000,7963000
,,,,,,,,,,,,1065,1775,788,KPR Realty India Pvt Ltd,4791000,7985000
,,,,,,,,,,,,640,1410,203,GR Constructions,4159000,9586000
,,,,,,,,,,,,638,1633,21,Godrej Properties,3189000,8163000
,,,,,,,,,,,,164000,202300,711,Ardente,9164000,11300000
,,,,,,,,,,,,4160,5600,789,Continental Builders and Developers,17400000,70000000
,,,,,,,,,,,,191,973,21,Godrej Properties,2825000,14300000
,,,,,,,,,,,,1155,1920,578,BM Developers,3752000,6238000
,,,,,,,,,,,,1015,1140,790,Urban Shelters,5995000,6684000
,,,,,,,,,,,,1310,1821,227,Maangalya Projects,6157000,8559000
,,,,,,,,,,,,1918,2046,227,Maangalya Projects,8538000,910800000
,,,,,,,,,,,,550,1100,164,Pashmina Developers,2816000,5632000
,,,,,,,,,,,,1047,1402,791,Karnasree Developers,3350000,4486000
,,,,,,,,,,,,1145,1575,792,Prospero Developers,6298000,8663000
,,,,,,,,,,,,1315,1990,158,Mantri Developers,5510000,8338000
,,,,,,,,,,,,2503,3531,91,Shravanthi Group,15000000,21100000
,,,,,,,,,,,,1025,1710,158,Mantri Developers,8600000,14300000
,,,,,,,,,,,,640,1400,24,SJR Prime Corp,3311000,7244000
,,,,,,,,,,,,1209,1677,29,Puravankara Limited,6891000,9559000
,,,,,,,,,,,,1190,1920,180,House Of Hiranandani,5960000,9752000
,,,,,,,,,,,,2121,2820,180,House Of Hiranandani,29000000,38500000
,,,,,,,,,,,,1440,1884,793,Shri Aruna Constructions Pvt Ltd,6984000,9137000
,,,,,,,,,,,,1102,1637,32,DS MAX Properties Pvt Ltd,5908000,8230000
,,,,,,,,,,,,1138,1634,1494,Amrutha Rama Constructions Pvt Ltd,6599000,9475000
,,,,,,,,,,,,960,1638,795,Innovative Constructions,3833000,6540000
,,,,,,,,,,,,1660,2061,180,House Of Hiranandani,16100000,19700000
,,,,,,,,,,,,945,1474,796,SLS Developers,4052000,6320000
,,,,,,,,,,,,1307,1660,358,Aratt,6691000,8500000
,,,,,,,,,,,,732,1507,797,Pyramid Builders And Developers,3500000,7205000
,,,,,,,,,,,,1419,1839,643,Elegant Builders,6951000,9009000
,,,,,,,,,,,,1891,2215,798,Evantha Developers,20700000,24300000
,,,,,,,,,,,,955,1060,799,VRL Homes,2673000,2967000
,,,,,,,,,,,,1055,1255,790,Urban Shelters,6541000,7781000
,,,,,,,,,,,,1300,1300,800,Sesharam Builders,7475000,7475000
,,,,,,,,,,,,1500,2400,148,Century Real Estate,13000000,20900000
,,,,,,,,,,,,765,1365,214,Sipani Properties,4663000,8322000
,,,,,,,,,,,,605,1325,214,Sipani Properties,2244000,4915000
,,,,,,,,,,,,575,1230,214,Sipani Properties,3361000,7191000
,,,,,,,,,,,,875,1416,214,Sipani Properties,2450000,3964000
,,,,,,,,,,,,1200,2400,801,GK Builders And Developers,2760000,5520000
,,,,,,,,,,,,480,1335,214,Sipani Properties,1344000,3738000
,,,,,,,,,,,,2335,2970,214,Sipani Properties,29700000,37800000
,,,,,,,,,,,,1085,1560,214,Sipani Properties,9736000,14000000
,,,,,,,,,,,,1131,1533,692,Lewis Infrastructure And Projects,7300000,11000000
,,,,,,,,,,,,1290,1395,677,Milestone Builders,6773000,7324000
,,,,,,,,,,,,800,2400,802,Enrich Properties,2000000,6000000
,,,,,,,,,,,,1880,1880,803,Citrus Ventures Pvt Ltd,20400000,20400000
,,,,,,,,,,,,747,1347,32,DS MAX Properties Pvt Ltd,2464000,4443000
,,,,,,,,,,,,485,1342,804,S S Properties Builders And Developers,2328000,6441000
,,,,,,,,,,,,1992,11212,81,Embassy Group,59700000,336400000
,,,,,,,,,,,,1051,1504,525,Pragna Infrastructures,5885000,8422000
,,,,,,,,,,,,1020,1050,217,Tetra Grand,4909000,5035000
,,,,,,,,,,,,2100,4000,806,Aesthetic Constructions,14900000,28500000
,,,,,,,,,,,,1005,1623,694,Bearys Properties,6553000,10500000
,,,,,,,,,,,,742,1162,138,Shapoorji Pallonji Real Estate,6855000,10700000
,,,,,,,,,,,,990,1690,761,SSVR Builders,4307000,7352000
,,,,,,,,,,,,1248,1252,807,Charith Infrastructure,7520000,7544000
,,,,,,,,,,,,2200,6350,158,Mantri Developers,22000000,63500000
,,,,,,,,,,,,1100,1300,808,Sri Venkateswara Developers,7150000,8450000
,,,,,,,,,,,,1080,1160,809,V2 Holdings Housing Development Pvt Ltd,6446000,6874000
,,,,,,,,,,,,600,1769,104,DSR Infrastructure Pvt Ltd,840000,2477000
,,,,,,,,,,,,1200,2400,667,BSR Group,2400000,4800000
,,,,,,,,,,,,1200,2400,136,Bluejay Properties,6300000,12600000
,,,,,,,,,,,,935,1350,27,Shriram Properties,5002000,7222000
,,,,,,,,,,,,1300,1800,524,MaxIndia Developers,6500000,9000000
,,,,,,,,,,,,586,1070,810,Vista Constructions,2623000,4790000
,,,,,,,,,,,,984,1511,797,Pyramid Builders And Developers,4428000,6800000
,,,,,,,,,,,,1200,1500,45,Reliaable Developers,4920000,6150000
,,,,,,,,,,,,1375,2269,812,Vishnu Priya Group,7356000,12100000
,,,,,,,,,,,,1195,1680,811,Sparkle Realty,9755000,13700000
,,,,,,,,,,,,1105,1570,466,Vaishno Builders,5746000,8164000
,,,,,,,,,,,,1185,1803,812,Vishnu Priya Group,7491000,11300000
,,,,,,,,,,,,1135,1695,462,Pavani Group,6016000,8984000
,,,,,,,,,,,,840,1210,813,Om Shri Infrastructures,2688000,3872000
,,,,,,,,,,,,1116,1571,814,Shri Sai Balaji Constructions,4576000,6441000
,,,,,,,,,,,,1100,1450,815,Shiva shakti builders,6045000,7969000
,,,,,,,,,,,,938,1917,816,Kruthi Developers Pvt Ltd,9286000,19000000
,,,,,,,,,,,,1254,1530,817,Sidvin Developers,7693000,9488000
,,,,,,,,,,,,825,1370,763,Subham Developers,4125000,6850000
,,,,,,,,,,,,1575,2310,818,Heritage Infrastructures,14100000,20700000
,,,,,,,,,,,,910,1600,819,Aryan Constructions,5674000,997700000
,,,,,,,,,,,,1200,1900,820,Jagadhabi Constructions,10800000,17100000
,,,,,,,,,,,,893,1185,821,ISR Constructions Pvt Ltd,3750000,4977000
,,,,,,,,,,,,1100,1100,822,YD Builders,6600000,6600000
,,,,,,,,,,,,670,1105,823,Pristine Builders,1774000,2927000
,,,,,,,,,,,,1068,1438,824,North East Developers,5385000,7105000
,,,,,,,,,,,,780,1080,761,SSVR Builders,4524000,6264000
,,,,,,,,,,,,1027,1458,825,Daivik Developers,5391000,7654000
,,,,,,,,,,,,1495,1505,826,A Knight Reliant India Pvt Ltd,12900000,12900000
,,,,,,,,,,,,1348,1942,827,Krish Infrastructures,6692000,9642000
,,,,,,,,,,,,1200,1500,828,SM Infra Developers,4200000,5250000
,,,,,,,,,,,,1008,1520,829,Anuraag Constructions,5140000,7752000
,,,,,,,,,,,,780,2105,830,SAS Developers,3474000,9375000
,,,,,,,,,,,,788,1136,831,Lakshmiwan Polymers Pvt Ltd,6529000,9412000
,,,,,,,,,,,,1252,2224,643,Elegant Builders,6761000,12000000
,,,,,,,,,,,,1220,1580,832,Columbia Infra Holdings,6772000,8770000
,,,,,,,,,,,,1040,1130,833,KVR Builders,4680000,5500000
,,,,,,,,,,,,1370,1510,358,Aratt,7261000,8003000
,,,,,,,,,,,,1150,1500,780,Bhavya Builders,7015000,9150000
